username,score,content,tanggal,label,clean_text
Pengguna Google,5,Aplikasi yang nyaman dan tarif aman dikantong,2026-03-22 08:56:48,positif,aplikasi nyaman tarif aman kantong
Pengguna Google,5,"bagus,ramah dan baik",2026-03-22 08:35:14,positif,bagusramah
Pengguna Google,2,dan sekarang loading nya lama padahal sinyal full,2026-03-22 08:03:01,negatif,loading sinyal full
Pengguna Google,5,bagus dan menarik,2026-03-22 07:57:27,positif,bagus tarik
Pengguna Google,5,"Gocar keren, nyetir nyaman, sopir sopan, berjayalah GOJEK",2026-03-22 07:48:36,positif,gocar bagus nyetir nyaman sopir sopan jaya gojek
Pengguna Google,5,sejauh ini baik2 saja.kadang kala bertemu tukang gojek yg sembrono kayak kmrn siang.nyalp2 hampir nabrak 2 kali.semoga makin diperbaiki sikap tukang gojeknya.krn bawa nyawa orang lain,2026-03-22 07:39:38,positif,sajakadang temu tukang gojek sembrono kayak kmrn siangnyalp nabrak kalisemoga baik sikap tukang gojeknyakrn bawa nyawa
Pengguna Google,5,good service and fast access,2026-03-22 07:09:27,positif,bagus service and fast access
Pengguna Google,1,update lagi min . masa ganti tujuan terdekat harga nya Masih sama yg tujuan jauh m,2026-03-22 06:58:21,negatif,update admin ganti tuju dekat harga tuju
Pengguna Google,5,gak ribet dan easy use,2026-03-22 06:40:07,positif,tidak rumit easy use
Pengguna Google,1,apikasi bi. a. dab,2026-03-22 06:21:22,negatif,apikasi bi dab
Pengguna Google,5,luv,2026-03-22 05:30:39,positif,luv
Pengguna Google,1,"susah terus cari driver, udh lwt 30 mnit g bsa d batalin mau nya ap coba",2026-03-22 04:53:11,negatif,susah cari driver lwt mnit batalin ap coba
Pengguna Google,5,aplikasi yang mantap,2026-03-22 03:11:08,positif,aplikasi mantap
Pengguna Google,5,gojek selalu berjaya,2026-03-22 02:03:47,positif,gojek jaya
Pengguna Google,5,"sulit cari driver kalo pasca lebaran. pemalasan semua driver2. maklum, drivernya cuma orang2 kampung sih",2026-03-22 01:49:38,positif,sulit cari driver kalo pasca lebaran malas driver maklum drivernya kampung sih
Pengguna Google,5,tetap semangat ABG gojek jaga kesehatan 👍👍👍👍👍👍,2026-03-22 01:25:28,positif,semangat abg gojek jaga sehat
Pengguna Google,5,mantap jiwa intinya de....,2026-03-22 01:16:11,positif,mantap jiwa inti de
Pengguna Google,1,lama bngt nyari driver nyaa,2026-03-22 01:03:07,negatif,banget nyari driver nyaa
Pengguna Google,1,makin jelek sistemnya,2026-03-22 01:00:56,negatif,buruk sistem
Pengguna Google,1,"HP saya sudah tidak akuntable, sayang sekali membuang customer aktif.",2026-03-22 00:49:13,negatif,hp tidak akuntable sayang sekali buang customer aktif
Pengguna Google,1,gojek kalo hari lebaran emang ngga ada yang kerja ngga usah buka aplikasi nya orang nahan laper berjam jam dikira enak apa?,2026-03-22 00:27:02,negatif,gojek kalo lebaran emang tidak tidak buka aplikasi nahan laper jam jam
Pengguna Google,1,"mau beli di menu go token, cutoff terus",2026-03-21 23:49:57,negatif,beli menu go token cutoff
Pengguna Google,5,"bagus, sangat membantu",2026-03-21 23:34:11,positif,bagus sangat bantu
Pengguna Google,1,nyari makan sulit dibekasi jam segini masih aja aplikasi online tapi driver ngga ada yang mau ambil food 22:45 seharusnya di offline kan saja pelayanan ini khususnya all area bekasi percuma ada GO-FOOD online tapi pelayanan ngga ada 👎👎👎👎👎 ternyata masih banyak driver online udah coba trip GO-RIDE langsung dapat giliran GO-FOOD ble ee seolah ngga ada duitnya cuma 29K padahal sudah disiapin uang lebih buat tip mungkin memang terlalu murah dan banyak potongan jadi malas untuk ambil pesanan,2026-03-21 23:22:39,negatif,nyari makan sulit bekas jam gin aplikasi online tapi driver tidak ambil food offline layan all area bekas gofood online tapi layan tidak driver online coba trip goride gilir gofood ble ee tidak duit disiapin uang lebih tip murah potong malas ambil pesan
Pengguna Google,1,SUSAH BGT DPT DRIVER JAM 9 MALEM KE ATAS SUMPAHHHHH PDHL W LG BNR BNR LAPER AMPE 2 KALI BATALIN PESENAN DUH,2026-03-21 23:18:49,negatif,susah banget driver jam malem sumpahh laper ampe batalin sen duh
Pengguna Google,1,susah dapat driver pesanan gak bisa di batal kan ini sangat membuat tidak nyaman,2026-03-21 23:17:25,negatif,susah driver pesan tidak batal sangat tidak nyaman
Pengguna Google,5,"Apk aman dan terpercaya Insya Allah, apalagi voucher² nya kini semakin banyqk, bepergian kmnpn jadi hemat",2026-03-21 23:04:27,positif,aplikasi aman percaya insya allah voucher banyqk pergi kmnpn hemat
Pengguna Google,1,"baru kali ini kecewa, pesen gofood nunggunya kelamaan mau di batalin pun harus nunggu dulu,mana ga dapet driver 3 kali gmn sih",2026-03-21 23:02:24,negatif,kecewa sen gofood nunggunya batalin nunggu dulumana tidak driver sih
Pengguna Google,1,sekarang susah dapet driver,2026-03-21 23:01:48,negatif,susah driver
Pengguna Google,2,masa harus nunggu 1 jam dulu baru bisa dibatalin aplikasi apaan ini drivernya susah👎,2026-03-21 23:00:37,negatif,nunggu jam dibatalin aplikasi drivernya susah
Pengguna Google,1,"susah dapet driver, customer service ga membantu",2026-03-21 22:55:46,negatif,susah driver customer service tidak bantu
Pengguna Google,5,mantap voucher promonya🔥,2026-03-21 22:52:33,positif,mantap voucher promonya
Pengguna Google,5,driver ramah sekali,2026-03-21 22:47:25,positif,driver ramah sekali
Pengguna Google,1,busettt pada lagi sibuk apahh pesanan saya nyampe di batalkan udah nunggu 1 jam,2026-03-21 22:41:49,negatif,busett sibuk apahh pesan nyampe batal nunggu jam
Pengguna Google,5,selalu membantu dgn harga yg paling bersahabat ☺,2026-03-21 22:30:40,positif,bantu harga paling sahabat
Pengguna Google,1,"bel1 makan 1 harganya 16rb + ongkir jadi 68rb , kikir amat ongkir nya om mahal bener",2026-03-21 22:24:12,negatif,bel makan harga rb ongkos rb kikir ongkos om mahal bener
Pengguna Google,1,"aduhhh udah nunggu 1 jam, padahal udah waktunya pembatalan pesenan, tiba"" malah dapet driver, bener"" setelah waktunya tiba untuk membatalkan ehh malah dapet driver sebelum nya juga ada pesenan telat ga dapet kompensasi, buang"" waktu aja, saya nunggu loh dari jam 21.12 sampe 22.11, saat masuk ke 22.12 dan waktunya untuk membatalkan pesanan malah dapet driver, cuma buang"" waktu aja, telatnya ini kaya disengaja banget lohh",2026-03-21 22:18:52,negatif,aduhh nunggu jam batal sen driver bener batal ehh driver sen telat tidak kompensasi buang waktu nunggu loh jam sampe batal pesan driver buang waktu telat kaya sengaja banget lohh
Pengguna Google,5,Maret 2026 terjadi bug tolong di perbaiki terutama di pet,2026-03-21 22:17:05,positif,maret bug tolong baik pet
Pengguna Google,1,order makanan lama banget satu jam lebihh cs responnya cuman gitu' aja jawabnya!,2026-03-21 21:55:07,negatif,order makan banget jam lebihh customer service responnya cuman gitu
Pengguna Google,1,"apa ini pesan makanan 30rb jadi 170rb gak jelas.. mikir mikir bikin aplikasi mana gak biaa di batalkan.. harusnya cari drevernya dl biar bisa negosiasi/ atau pembatalan sebelum 5 mnt pemesanan.. dan bikin tampilan tampilan ""HARGA"" yg jelas sebelum tekan ""OK"" agar gak ad miskomunikasi atau kesalahan...",2026-03-21 21:50:28,negatif,pesan makan rb rb tidak mikir mikir bikin aplikasi tidak biaa batal cari drevernya dl biar negosiasi batal mnt mesan bikin tampil tampil harga tekan oke tidak ad miskomunikasi salah
Pengguna Google,1,susah dapat driver gmn ini,2026-03-21 21:50:12,negatif,susah driver
Pengguna Google,4,knpa kalo gofood dpt drivernya lama. pasti ku cancel trs. bikin kesel aja,2026-03-21 21:40:07,positif,knpa kalo gofood drivernya ku cancel bikin kesal
Pengguna Google,2,"asli kecewa pesen gofood udh 1 jam masi harus nunggu 30mnt,pesen gojek lagi urgnt bngt selalu dicancel sampe 4x capek emosi sewot udh dah",2026-03-21 21:35:02,negatif,asli kecewa sen gofood jam mas nunggu mntpesen gojek urgnt banget dicancel sampe capek emosi sewot
Pengguna Google,1,karena pesanan sy dibatalin secara sepihak pd hal sy sdh tggu 50 mnt,2026-03-21 21:20:35,negatif,pesan dibatalin pd sdh tggu mnt
Pengguna Google,5,trims gojek,2026-03-21 21:20:24,positif,terima kasih gojek
Pengguna Google,1,susah dapat Drive nya,2026-03-21 21:19:44,negatif,susah drive
Pengguna Google,1,gk usah download ini apk pdhl ad driver yg deket nyari yg jauh mending download maxim aja lebih enak #IZIN🫸,2026-03-21 21:18:07,negatif,tidak download aplikasi ad driver deket nyari mending download maxim lebih izin
Pengguna Google,1,"tolong dong klo gofood, bisa chat dengan restonya. jngn restony aja yg bisa ngechat ke customer. tapi customer jg bisa chat restonya. dan jika sudah dipesan langsung dibuat saja, kenapa harus nunggu driver baru dibuat?",2026-03-21 21:09:35,negatif,tolong gofood chat restonya jngn restony ngechat customer tapi customer chat restonya pes nunggu driver
Pengguna Google,1,GK worth it,2026-03-21 21:04:34,negatif,tidak worth it
Pengguna Google,1,"pake promo hemat, driver ga ada yang ambil orderan, sekalinya dapet driver si driver ga langsung jalan alias diem di tempat sampe beberapa menit dulu dan itu buang buang waktu saya, pas ga pake promo hemat tetap sama driver ga ada yang ambil orderan sampe harga nya melejit dulu baru ada yang ambil hadeh!!!",2026-03-21 20:58:01,negatif,pakai promo hemat driver tidak ambil order sekali driver si driver tidak jalan alias diem sampe menit buang buang waktu pas tidak pakai promo hemat driver tidak ambil order sampe harga lejit ambil hadeh
Pengguna Google,5,terimakasih Gojek telah membantu saya pokoknya mantap,2026-03-21 20:51:31,positif,terimakasih gojek bantu pokok mantap
Pengguna Google,1,"aplikasi bodoh.... chating berkali kali d suruh batalkan pemesanan(karna lama nunggu lbh dari estimasi wkt yg d tetapkan), bahkan sdh d tanggapi dlm chat masih jg d antar, sdh jg saya blg coba aplikasi lain klu g ada driver,. akhirnya bayar 2 kali nih,.😡😡😡 tambukkk...!!!!",2026-03-21 20:51:31,negatif,aplikasi bodoh chating kali suruh batal pemesanankarna nunggu lbh estimasi wkt tetap sdh tanggap dlm chat sdh blg coba aplikasi klu driver bayar nih tambukk
Pengguna Google,4,"semoga lebih baik kedepannya, sukses terus untuk kita semua aaaamiiiin",2026-03-21 20:32:48,positif,moga lebih depan sukses aamiin
Pengguna Google,1,stres ini aplikasi sangat buruk.. parah ga ada yg ambil jelek aplikasinya gila ini aplikasi bikin kecewa banget.. padahal harganya mahal udah pilih prioritas.. kacau jelek,2026-03-21 20:26:07,negatif,stres aplikasi sangat buruk buruk tidak ambil buruk aplikasi gila aplikasi bikin kecewa banget harga mahal pilih prioritas kacau buruk
Pengguna Google,1,ditinggal 5 menit harga naik drastis,2026-03-21 20:20:40,negatif,tinggal menit harga drastis
Pengguna Google,1,aplikasi oon nunggu lama ga dapet² driver gabisa dibatalin stres,2026-03-21 20:20:06,negatif,aplikasi oon nunggu tidak driver gabisa dibatalin stres
Pengguna Google,1,selalu buruk kalau setiap order saat hujan dan tidak ada perubahan dr dulu,2026-03-21 20:17:09,negatif,buruk order hujan tidak ubah driver
Pengguna Google,1,susah di cancel padahal nunggu sudah sampai 2 jam rugi waktu,2026-03-21 20:01:08,negatif,susah cancel nunggu jam rugi waktu
Pengguna Google,5,gocar okeee,2026-03-21 19:57:50,positif,gocar okee
Pengguna Google,1,sumpah aplikasi paling gak banget susah setengah mati buat cancel padahal Lo yg gak ada driver mana cs nya cuman robot sumpah gua uninstal langsung nih aplikasi,2026-03-21 19:55:23,negatif,sumpah aplikasi paling tidak banget susah mati cancel tidak driver customer service cuman robot sumpah gua uninstal nih aplikasi
Pengguna Google,3,"pelayanan driver gocar di kota langsa aceh sangat mengecewakan, nego harga sampai 200% dari harga yang di tetapkan oleh aplikasi, padahal sudah ada voucher, pihak gojek kalau buat voucher gak bisa di terima driver ngapain buat sih..",2026-03-21 19:51:59,netral,layan driver gocar kota langsa aceh sangat kecewa nego harga harga tetap aplikasi voucher gojek voucher tidak terima driver ngapain sih
Pengguna Google,5,terima kasih sudah mengantarkan budhe saya sampai tujuan dengan selamat,2026-03-21 19:50:37,positif,terima kasih antar budhe tuju selamat
Pengguna Google,3,Aplikasi sudah Oke. ongkos / komisi sekarang yang mahal banget. harga ongkir hampir sama dengan harga makanan 🤦‍♂️ Jadinya harga total 2x lipat harga makanan,2026-03-21 19:42:25,netral,aplikasi oke ongkos komisi mahal banget harga ongkos harga makan harga total lipat harga makan
Pengguna Google,2,promo pelit biaya mahal,2026-03-21 19:42:09,negatif,promo pelit biaya mahal
Pengguna Google,1,algoritma goblog...pesan makanan siap saji 1 jam lebih,2026-03-21 19:37:39,negatif,algoritma goblogpesan makan saji jam lebih
Pengguna Google,3,lonjakan argonya parah banget 2x lipat. ternyata getok harga juga? parah banget akhirnya gak jadi pesan deh? hadeuh?,2026-03-21 19:32:14,netral,lonjak argonya buruk banget lipat getok harga buruk banget tidak pesan deh hadeuh
Pengguna Google,2,"Goride : gak cocok buat yang butuh cepet cepet datang, kadang lagi butuh cepet dpt diver malah gadateng dateng diem ditempat aja, ditelpon direject gofood : pencarian drivernya lama banget dan gak bisa dibatalin dengan waktu tertentu",2026-03-21 19:31:10,negatif,goride tidak cocok butuh cepet cepet kadang butuh cepet diver gadateng dateng diem tempat telpon direject gofood cari drivernya banget tidak dibatalin waktu
Pengguna Google,3,"sekarang jd susah nyari driver, giliran ditungguin malah PHP, ga ngechat atau ngabarin lg tau-tau udh jauh jaraknya jadi estimasi awal",2026-03-21 19:24:42,netral,susah nyari driver gilir ditungguin php tidak ngechat ngabarin tautau jarak estimasi
Pengguna Google,1,"aplikasi susah & buang buang waktu, pesen gofood sudah nunggu lama ga dapet driver dan gabisa dibatalin sbelum waktu cari driver nya, ujung ujungnya dibatalin karna ga ada driver yang ambil",2026-03-21 19:13:04,negatif,aplikasi susah buang buang waktu sen gofood nunggu tidak driver gabisa dibatalin sbelum waktu cari driver ujung ujung dibatalin karna tidak driver ambil
Pengguna Google,1,Kalau hujan cacat terus,2026-03-21 19:07:04,negatif,hujan cacat
Pengguna Google,1,Driver tidak mau jemput di alamat!!!! parah!!!,2026-03-21 19:01:00,negatif,driver tidak jemput alamat buruk
Pengguna Google,5,"aplikasi ini sangat membantu saya, kalo lagi males bisa pesen disini, semoga makin banyak diskonnya",2026-03-21 18:53:57,positif,aplikasi sangat bantu kalo males sen moga diskon
Pengguna Google,5,asik,2026-03-21 18:53:52,positif,asik
Pengguna Google,1,driver ny g jls,2026-03-21 18:50:24,negatif,driver ny jls
Pengguna Google,1,"gojek sekarang jelek banget dan fiks berita ttg para driver yang byk di rugiin pihak aplikasi ternyata bener, soalnya sekarang susah banget cari driver, berarti sudah byk driver yg malas jadi mitra. makanya hargain para driver sebagai mitra, awal kehancuran gojek ketika tidak bisa menghargai driver sebagai mitra.",2026-03-21 18:50:09,negatif,gojek buruk banget fiks berita ttg driver byk rugiin aplikasi bener susah banget cari driver byk driver malas mitra hargain driver mitra hancur gojek tidak harga driver mitra
Pengguna Google,1,"haduh gojek nih, masa gue udah pake mode percepat + grab prioritas masih aja lama banget sih dapet nya. tolong dong gojek plis lah ya",2026-03-21 18:21:18,negatif,haduh gojek nih pakai mode cepat grab prioritas banget sih tolong gojek plis
Pengguna Google,1,lamaaaaaaaaa,2026-03-21 18:08:25,negatif,lamaa
Pengguna Google,1,"Ongkir 2 km Rp 30.000, gojek terbaek👍👍",2026-03-21 17:50:05,negatif,ongkos km rp gojek terbaek
Pengguna Google,1,"mesen gofood dari jam 5 sore, sampe sekarang belum disiapin minumannya, udh ga ada diskon lagi , bubarin aja ini pt",2026-03-21 17:43:08,negatif,mesen gofood jam sore sampe belum disiapin minum tidak diskon bubarin pt
Pengguna Google,1,harganya mahal,2026-03-21 17:25:54,negatif,harga mahal
Pengguna Google,1,"kebanyakan driver milih"" 😒",2026-03-21 17:24:41,negatif,banyak driver milih
Pengguna Google,5,perjalanan yang menyenangkan,2026-03-21 17:20:01,positif,jalan senang
Pengguna Google,5,bagusssss,2026-03-21 17:12:34,positif,baguss
Pengguna Google,1,tutup aj aplikasi ini drivernya ga pada mau ambil,2026-03-21 17:02:55,negatif,tutup aj aplikasi drivernya tidak ambil
Pengguna Google,1,"maksud lu gimana nge cancel orderan my bini my masa depan , gw boikot lu jek gojek",2026-03-21 16:48:09,negatif,nge cancel order my bini my boikot jek gojek
Pengguna Google,5,sangat epesien,2026-03-21 16:37:16,positif,sangat epesien
Pengguna Google,2,Drivernya pada sortiran semua,2026-03-21 16:20:19,negatif,drivernya sortir
Pengguna Google,1,"uninstall aja, ga pernah lagi dapat driver untuk semua hal, padahal jalan keluar banyak gw liat driver yang sendiri yg nongkrong, padahal udh hampir sejam tapi gak dapat driver.",2026-03-21 15:56:36,negatif,uninstall tidak driver jalan liat driver nongkrong jam tapi tidak driver
Pengguna Google,5,"cepat,tepat,dan aman,trimakasih 🙏 Gojek,🙏🙏👍👍",2026-03-21 15:55:33,positif,cepattepatdan amantrimakasih gojek
Pengguna Google,1,"gk sengaja kepencet skli aja tiba"" motong saldo gopay aneh!",2026-03-21 15:54:07,negatif,tidak sengaja pencet skli motong saldo gopay aneh
Pengguna Google,2,untuk gofood tolong lah klo 30menit ga ada driver yg ambil langsung auto cancel aja gausah nambah waktu cari driver lgi.. kesel gue lgi laper2nya suruh nunggu hampir sejam lebih busett,2026-03-21 15:41:39,negatif,gofood tolong menit tidak driver ambil auto cancel gausah nambah waktu cari driver kesal laper suruh nunggu jam lebih busett
Pengguna Google,4,"susah banget dapet drivernya, udah ulang berkali-kali tapi tetep susah dapet ck",2026-03-21 15:37:35,positif,susah banget drivernya ulang berkalikali tapi tetep susah ck
Pengguna Google,5,ok ramah drivernya Asik,2026-03-21 15:26:46,positif,oke ramah drivernya asik
Pengguna Google,1,"mereka yg gak bisa nyediakan driver, saya masih suruh tunggu sejam lagi baru bisa dibatalin, orang udah laper suruh tunggu sejam kalo kena penyakit mau tanggung jawab apa!! gak jelas!!",2026-03-21 15:21:17,negatif,tidak nyediakan driver suruh tunggu jam dibatalin laper suruh tunggu jam kalo sakit tanggung tidak
Pengguna Google,5,saya puas dengan layanan aplikasi ini,2026-03-21 15:12:30,positif,puas layan aplikasi
Pengguna Google,1,"gajelas, gabisa login padahal jaringan udh bagus",2026-03-21 15:08:17,negatif,gajelas gabisa login jaring bagus
Pengguna Google,4,Ok saya kasih bintang 4 hanya saja saya kasih feedback: Bisakah anda kasih fitur Cuaca l,2026-03-21 15:05:24,positif,oke kasih bintang kasih feedback kasih fitur cuaca
Pengguna Google,5,"terimakasi sudah mendengarkan complain saya, tampilan menu sudah bagus,filter sudah bekerja sebagaimana mesti nya,sekali lagi untuk gojek terimakasi karena sudah bertindak cepat ketika seseorang memberikan kritik/saran,👍",2026-03-21 15:02:19,positif,terimakasi dengar complain tampil menu bagusfilter mesti nyasekali gojek terimakasi tindak cepat kritiksaran
Pengguna Google,5,the best..................,2026-03-21 14:54:48,positif,the baik
Pengguna Google,1,drivernya bnyak bacot,2026-03-21 14:51:44,negatif,drivernya bnyak bacot
Pengguna Google,1,"pesanan saya tiba"" di cancel",2026-03-21 14:43:56,negatif,pesan cancel
Pengguna Google,1,"gimana sih, pesanan batal tapi saldo ikut ilang, GK jelas bgt aplikasi nya",2026-03-21 14:24:09,negatif,sih pesan batal tapi saldo ilang tidak banget aplikasi
Pengguna Google,5,ok & berguna banget,2026-03-21 14:05:33,positif,oke guna banget
Pengguna Google,1,makin ke sini apk gojek ga jelas masa nunggu driver nya lama dan itu pun delver nya banyak,2026-03-21 14:00:45,negatif,aplikasi gojek tidak nunggu driver delver
Pengguna Google,5,bagus sih tapi knp ga bisa ganti metode bayar,2026-03-21 13:40:24,positif,bagus sih tapi tidak ganti metode bayar
Pengguna Google,1,pengalaman saya order makanan terlalu mahal semua nya di restonya jadi pemakaian aplikasi gojek sepi para pelanggan pengguna ojek makanan fitur jadi gak bagus harus seperti yang lalu tidak usah di rilis yang simpel aja tidak ada gofood hemat fiturnya seperti yang lama jangan ada fitur piickup dan lainnya👎👎👎,2026-03-21 13:37:15,negatif,alam order makan mahal restonya pakai aplikasi gojek sepi langgan guna ojek makan fitur tidak bagus tidak rilis simpel tidak gofood hemat fiturnya jangan fitur piickup
Pengguna Google,5,sangat sangat membantu,2026-03-21 13:34:46,positif,sangat sangat bantu
Pengguna Google,1,"tolong dong kasih fitur rating buat para driver yg suka ngecancel penumpang nya, biar ketauan mana yg males sama engga.. kita udh nunggu lama lama malah main cancel aja.",2026-03-21 13:34:32,negatif,tolong kasih fitur rating driver suka ngecancel tumpang biar tau males tidak nunggu main cancel
Pengguna Google,5,pengirimannya cepat dan orangnya jga ramah,2026-03-21 13:30:59,positif,kirim cepat orang ramah
Pengguna Google,1,hdehh apk kck udah ada diskon tiba tiba ilang ke ulang,2026-03-21 13:26:12,negatif,hdehh aplikasi kck diskon ilang ulang
Pengguna Google,1,"bagus si apk tapi saya kesel sama drivernya dan aplikasi ini ga bisa aduin drivernya ,pesen gocar udah di boking udah nunggu lama banget tiba tiba di batalin kalou emang lagi dobel jobbialng ,ini bilang nyah malah jauh dari pengantaran di sangka saya mah cuman jauh gitu nyah kandi tambah dari pihak aplikasi juga estimasi sampe jam 12.59 ini malah lebih dari 13. belasan lah maaf kalou saya kasih bitang Satau karna ini sesuai pengalaman saya",2026-03-21 13:24:29,negatif,bagus si aplikasi tapi kesal drivernya aplikasi tidak aduin drivernya sen gocar boking nunggu banget batalin kalou emang dobel jobbialng bilang nyah antar sangka mah cuman gitu nyah kandi aplikasi estimasi sampe jam lebih bas maaf kalou kasih bitang satau karna sesuai alam
Pengguna Google,1,"DIBATALIN SAMA DRIVER TERUS, GA USAH PAKE APLIKASI INI LAGI!!!!!!!",2026-03-21 12:37:38,negatif,dibatalin driver tidak pakai aplikasi
Pengguna Google,1,"Kita Pesan Gojek, Diantar sampai tujuan. apalagi kita yang kerja di Area Mall yang Berlantai2, Harusnya Bisa diantar sampai atas dan Titik Lokasi. Untuk apa kalian Gojek buat alamat Detail Lokasi, tapi kalau tetap di antar sampai Loby. Kita Pesan Gojek Itu mempermudah biar gak capek jalan beli makan. kalau costumer jalan sampe Loby, mending costumer itu beli makan sendiri , jln dikit lagi udh kerumah makan. ngapain pakai jasa kurir. di perbaikilah sop nya tolong. bukan mempermudah, jd sulit",2026-03-21 12:34:39,negatif,pesan gojek antar tuju area mall lantai antar titik lokasi gojek alamat detail lokasi tapi loby pesan gojek mudah biar tidak capek jalan beli makan costumer jalan sampe loby mending costumer beli makan jln dikit rumah makan ngapain pakai jasa kurir baik sop tolong bukan mudah sulit
Pengguna Google,1,habis update malah loading terus,2026-03-21 12:24:53,negatif,habis update loading
Pengguna Google,3,"Akhir-akhir ini susah banget mau mesen apa"". driver kagak ada yang mau sama sekali padahal banyak. dah gitu harganya tambah mahal. mesen sampe Berjam"" ga dapet. tolong dong diperbaiki",2026-03-21 12:20:13,netral,akhirakhir susah banget mesen driver kagak sekali gitu harga mahal mesen sampe jam tidak tolong baik
Pengguna Google,2,"kenapa tampilan gofood jadi ga karuan ya, saya cari list resto terdekat ga ketemu",2026-03-21 12:16:50,negatif,tampil gofood tidak karuan cari list resto dekat tidak ketemu
Pengguna Google,3,kok jd sering tdk konek ke internet.padahal aplikasi yang lain lancar,2026-03-21 12:08:57,netral,tidak konek internetpadahal aplikasi lancar
Pengguna Google,5,bagus kerjanya,2026-03-21 12:07:54,positif,bagus kerja
Pengguna Google,1,pesan makanan hampir 1 jam ga dpt driver. ga bisa di batalkan. parah!!!!!!!!! Aplikasi ga guna,2026-03-21 12:07:27,negatif,pesan makan jam tidak driver tidak batal buruk aplikasi tidak
Pengguna Google,5,"alhamdulillah selalu lancar, yang di pesan sampai pengiriman aman",2026-03-21 11:59:51,positif,alhamdulillah lancar pesan kirim aman
Pengguna Google,1,penipuan di Gojek,2026-03-21 11:50:29,negatif,tipu gojek
Pengguna Google,1,makin kesini makin jauh n susah dpt drivernya,2026-03-21 11:43:57,negatif,kesini susah drivernya
Pengguna Google,1,"APLIKASI LICIK. KASIHAN DRIVER2 DILAPANGAN. GUA CUSTOMER, YANG SEMAKIN KESINI, APLIKASI INI SEMAKIN CURANG DALAM MEMBERIKAN LAYANAN.",2026-03-21 10:30:36,negatif,aplikasi licik kasihan driver lapang gua customer kesini aplikasi curang layan
Pengguna Google,1,Mantap dah =D>,2026-03-21 10:28:33,negatif,mantap
Pengguna Google,1,"nunggu driver lama banget. pas batalin orderan, malah harganya digoreng tinggi banget. kecewa sih jujur",2026-03-21 10:24:16,negatif,nunggu driver banget pas batalin order harga goreng tinggi banget kecewa sih jujur
Pengguna Google,1,lintah darat,2026-03-21 10:23:47,negatif,lintah darat
Pengguna Google,5,Responsip,2026-03-21 10:07:37,positif,responsip
Pengguna Google,5,Baik sekali,2026-03-21 10:05:13,positif,sekali
Pengguna Google,1,"APK JELEKKK DRIVER GAJELAS SO IYA GAMAU AMBIL ORDERAN. BINTANG 1, JELEK GA MEMBANTU SAMA SEKALI.",2026-03-21 09:55:58,negatif,aplikasi jelekk driver gajelas so iya gamau ambil order bintang buruk tidak bantu sekali
Pengguna Google,1,LEBARAN GAK ADA LONJAKAN GOFOOD SAMA SEKALI..AUTO OFF BID MASAL DRIVERMU...MAMPUS CUSTOMERMU GAK MAKAN..AUTO PINDAH KE GRAB/SHOPEE...,2026-03-21 09:38:50,negatif,lebaran tidak lonjak gofood sekaliauto off bid masal drivermumampus customermu tidak makanauto pindah grabshopee
Pengguna Google,1,penyakit tiap lebaran gada yang mau ngambil😂,2026-03-21 09:36:13,negatif,sakit lebaran gada ngambil
Pengguna Google,2,"“Saya kesulitan mendapatkan driver, sudah menunggu lama tapi tidak ada yang menerima order. Mohon diperbaiki sistemnya karena sangat mengganggu.” terimakasih",2026-03-21 09:29:47,negatif,sulit driver tunggu tapi tidak terima order baik sistem sangat ganggu terimakasih
Pengguna Google,1,Belakangan ini saya kesulitan mencari driver. Tolong perbaiki aplikasi Gojek sekarang!,2026-03-21 09:13:26,negatif,sulit cari driver tolong baik aplikasi gojek
Pengguna Google,5,okkkk,2026-03-21 08:52:38,positif,okk
Pengguna Google,5,the best🤍,2026-03-21 07:29:32,positif,the baik
Pengguna Google,1,drivernya cabul,2026-03-21 07:23:02,negatif,drivernya cabul
Pengguna Google,5,ramah dan tepat waktu,2026-03-21 07:07:23,positif,ramah waktu
Pengguna Google,5,"orangnya ramah, pelayanan nya bagus",2026-03-21 06:38:27,positif,orang ramah layan bagus
Pengguna Google,5,sangat membangu,2026-03-21 06:37:41,positif,sangat membangu
Pengguna Google,1,"Ga pernah cepat dapat driver kalau pakai aplikasi ini, driver gojek dibali sok semua!!",2026-03-21 06:13:58,negatif,tidak cepat driver pakai aplikasi driver gojek bal sok
Pengguna Google,1,"sy mau komplen atas oknum driver gocar yg sy pesan,sy lupa screen shoot .tp dia tlp sy punya bukti rekamannya marah gara2 sy ga balas chat dia sdngkan sy lagi ada kesibukan nyiapkan anak2 saya.di chatnya bilang alamat ga jelas.""niat pesen tidak sih dengan nada marah"".apakah d aplikasi kalian ga ada petunjuk jalannya kah? kemana sy komplenya?d aplikasi aktivitas riwayat pemesanan d bantuan ga bisa nulis keluhan saya.",2026-03-21 05:59:01,negatif,komplen oknum driver gocar pesansy lupa screen shoot tapi tlp bukti rekam marah gara tidak balas chat sdngkan sibuk nyiapkan anak sayadi chatnya bilang alamat tidak jelasniat sen tidak sih nada marahapakah aplikasi tidak tunjuk jalan kah mana komplenyad aplikasi aktivitas riwayat mesan bantu tidak nulis keluh
Pengguna Google,1,tiba tiba gak konek padahal jaringannya bagus,2026-03-21 04:50:36,negatif,tidak konek jaring bagus
