username,score,content,tanggal,label
Pengguna Google,5,bagus,2026-03-23 13:04:18,positif
Pengguna Google,2,"pesan go ride, banyak yang terima dan mereka langaung batalkan, karna jaraknya agak jauh. saya posisi di bali, sedang di derah kuta mau ke panjer, semua driver terima oesanan dan langsung mereka batalkan. bahkan sampe 13 driver 🤦",2026-03-23 12:59:14,negatif
Pengguna Google,5,luar biasa sangat memudahkan,2026-03-23 12:56:41,positif
Pengguna Google,5,bagus,2026-03-23 12:55:24,positif
Pengguna Google,5,baik,2026-03-23 12:34:12,positif
Pengguna Google,5,bagus,2026-03-23 12:23:50,positif
Pengguna Google,1,lama mengantar makanan juga mencari driver,2026-03-23 12:16:36,negatif
Pengguna Google,1,makin kesini kooo makin hawhaww so saddddddddd,2026-03-23 12:16:20,negatif
Pengguna Google,5,langsung dapat driver tidak pakai lama..,2026-03-23 12:15:45,positif
Pengguna Google,5,Tetap yang terbaik hingga kini 👍,2026-03-23 12:15:45,positif
Pengguna Google,4,"harga/km mahal, gawajar kalo dibandingin kendaraan umum",2026-03-23 12:11:12,positif
Pengguna Google,5,"mantap,",2026-03-23 12:08:22,positif
Pengguna Google,1,tidak bisa di pakai,2026-03-23 12:08:18,negatif
Pengguna Google,5,mantulll,2026-03-23 11:55:45,positif
Pengguna Google,5,baguss,2026-03-23 11:52:04,positif
Pengguna Google,5,ok baik,2026-03-23 11:46:23,positif
Pengguna Google,5,"alhamdulillah enakeun pake apk gojek,tapi untuk go food nya aga lumayan mahal diongkir tolong banyakin lagi promonya supaya gak selalu cancel kalo mau jajan😭",2026-03-23 11:36:56,positif
Pengguna Google,5,memuaskan,2026-03-23 11:32:02,positif
Pengguna Google,4,mudah dalam pencarian titik antar/jemput,2026-03-23 11:30:25,positif
Pengguna Google,4,lumayan. tp kdg msh ada bug n error gitu,2026-03-23 11:29:56,positif
Pengguna Google,5,ok,2026-03-23 11:27:37,positif
Pengguna Google,5,mntul,2026-03-23 11:15:00,positif
Pengguna Google,1,Sampah driver pda ga mau narik. apk ga gunaa. bener² ga gunaaa,2026-03-23 11:14:36,negatif
Pengguna Google,5,mantapp,2026-03-23 10:59:53,positif
Pengguna Google,5,amanah murah meriah,2026-03-23 10:51:15,positif
Pengguna Google,5,membantu,2026-03-23 10:43:26,positif
Pengguna Google,5,good,2026-03-23 10:33:48,positif
Pengguna Google,5,sangat nyaman,2026-03-23 10:22:35,positif
Pengguna Google,4,ok lah,2026-03-23 10:22:19,positif
Pengguna Google,5,the best,2026-03-23 10:20:44,positif
Pengguna Google,5,bagus,2026-03-23 10:19:55,positif
Pengguna Google,5,mantap,2026-03-23 10:16:01,positif
Pengguna Google,5,bgus,2026-03-23 10:13:39,positif
Pengguna Google,5,"sangat membantu , simple dan gak ribet ,",2026-03-23 09:49:39,positif
Pengguna Google,5,ojolnya ramah banget,2026-03-23 09:49:35,positif
Pengguna Google,1,bt banget pas lgi urgent² nya sama sekali gada yg nyaut🤣🤣🤣,2026-03-23 09:48:42,negatif
Pengguna Google,5,mantap sangat berguna,2026-03-23 09:40:59,positif
Pengguna Google,5,👍👍👍,2026-03-23 09:39:51,positif
Pengguna Google,2,kenapa mendapatkan driver lebih sulit sekali dapat banyak dramanya jd ga berani kasih penilaian..driver kompetitor jauh lebih ramah dan mau mencari alamat dengan sabar...apa saya aja yg mengalaminya yaa...atau saya yg baperan..maaf yaa,2026-03-23 09:38:13,negatif
Pengguna Google,1,"males banget, banyak driver seenaknya ga bilang apa2 tiba' menjauh, padahal saya udah nunggu, kalo misalnya ga bisa jemput kan bisa saya cancel. bukannya malah tiba tiba jauh atau diem aja, terus ga bialang apaa apa",2026-03-23 09:25:33,negatif
Pengguna Google,5,good👍,2026-03-23 09:22:25,positif
Pengguna Google,5,sangat baik,2026-03-23 09:21:44,positif
Pengguna Google,5,oke,2026-03-23 09:18:57,positif
Pengguna Google,5,sangat bagus,2026-03-23 09:16:09,positif
Pengguna Google,5,mantap,2026-03-23 09:15:54,positif
Pengguna Google,1,lambat dapat driver,2026-03-23 09:15:23,negatif
Pengguna Google,1,"susah dapat driver, keburu kelaparan",2026-03-23 09:15:21,negatif
Pengguna Google,5,bagus pokonnya,2026-03-23 09:13:57,positif
Pengguna Google,5,goood,2026-03-23 09:13:44,positif
Pengguna Google,5,"mantap,tempat terpencil bisa",2026-03-23 09:00:14,positif
Pengguna Google,1,udah instal gk bisa login kok,2026-03-23 08:47:47,negatif
Pengguna Google,5,GOOD,2026-03-23 08:47:46,positif
Pengguna Google,5,sangat membantu,2026-03-23 08:43:36,positif
Pengguna Google,5,makasih gojek udh ngebantu saya dapet jemputan pas lagi di kecewa²in-nya🙂👍🏻,2026-03-23 08:39:52,positif
Pengguna Google,5,"gofood nya kurang lengkap, gaada pacar saya",2026-03-23 08:31:23,positif
Pengguna Google,5,"aplikasi sekarang saat dibuka sering eror padahal jaringan baik"" saja,,semoga kedepannya dapat diperbaiki oleh pihak gojek",2026-03-23 08:29:21,positif
Pengguna Google,2,"terlalu ribet nihh, tau tau dah d blokir aj paylaternya. pdhal bunga berjalannya gede bgt!!! telat ga ampe berbulan-bulan. bunga gede, kebijakan nya ga sesuai dengan memberikan kemudahan nya BIG NO BGTTT!!!",2026-03-23 08:28:17,negatif
Pengguna Google,5,"alhamdulillah suka ,,",2026-03-23 08:26:34,positif
Pengguna Google,5,memudahkan untuk kemna saja,2026-03-23 08:06:56,positif
Pengguna Google,1,harga selalu lebih mahal dari yang lain,2026-03-23 07:48:30,negatif
Pengguna Google,5,"tarif sedang sedang aja.driver nya sopan.cuma satu kendala nya di saat buru buru.dpt driver yg jauh jarak nya,jdi hrs menunggu lama.di cancel kasihan sdh Rizqi org itu.jg kasihan SM driver nya hrs menjemput penumpang trllu jauh.mngkn bisa di benahi dlm menerima pesanannya.semntara di area sekitar bnyk driver yg menunggu orderan masuk.",2026-03-23 07:25:30,positif
Pengguna Google,1,Gocar tarifnya diluar nurul. Dari BEC ke Cimindi 97k.,2026-03-23 07:20:22,negatif
Pengguna Google,3,ya lumayanlah,2026-03-23 07:20:03,netral
Pengguna Google,3,"pesen go car buat ke puskesmas, nyantol 4 driver tp semua gak respon ,gak cancel ,gak jelas pdhal dah nggu sampe 2 15mnitan perdriver nihil semua.. padahal ngejar waktu ..",2026-03-23 07:08:41,netral
Pengguna Google,5,mantap,2026-03-23 07:01:11,positif
Pengguna Google,5,sangat baik,2026-03-23 06:46:56,positif
Pengguna Google,5,mantap,2026-03-23 06:45:26,positif
Pengguna Google,5,enak bisa mesen makanan apa aja,2026-03-23 06:43:38,positif
Pengguna Google,1,Makin kesini makin parah di maps banyak driver tapi terus mencari driver kalo untuk layanan keuangan sih oke kalau transportasi terutama goride nol besar,2026-03-23 06:35:57,negatif
Pengguna Google,5,the best,2026-03-23 06:35:51,positif
Pengguna Google,5,top,2026-03-23 06:25:52,positif
Pengguna Google,2,"order gojek car akhir2 menjengkelkan sudah nunggu lebih dari 30 menit driver gak gerak, tapi ketika GPS sudah sampai tapi mobil yang terdaftar tidak ada dilokasi, padahal jalanan sepi hanya ada mobil lain. ku rasa para driver ini memanfaatkan layanan denda 3000 rupiah kalau pemesan membatalkan pesanan karena capek nunggu. aku sudah ke 4 kalinya nunggu driver model gini total 3 jam lebih. di chat tidak respon, di telfon g diangkat, GPS di titik jemput tapi gak jemput penumpang lebih dari 30menit.",2026-03-23 06:21:10,negatif
Pengguna Google,4,"tarifnya tidak sesuai dengan yang di klik dr awal ,selisihnya 20rb jd lebih mahal...",2026-03-23 06:11:36,positif
Pengguna Google,4,"akhir2 ini agak susah dapet driver, sekali nya dapet kadang jarak ny jauh,",2026-03-23 05:46:09,positif
Pengguna Google,5,terbaik,2026-03-23 05:36:07,positif
Pengguna Google,1,Dapat koin dari main gocats tapi pas dilihat disaldo koin gk nambah. Banyak koin yg gk bisa diklaim. Banyak bohongnya,2026-03-23 05:13:41,negatif
Pengguna Google,1,"Driver gocar di Rangkasbitung kalian pada mainan harga,nembak harga,atau manualin harga diluar aplikasi",2026-03-23 05:00:48,negatif
Pengguna Google,1,tolong dong resto kalo masak jangan kelamaan trus juga nyari driver lama banget masa mesen makanan harus nunggu 1 jam lebih makanan jadi ga fresh ga enak,2026-03-23 03:52:31,negatif
Pengguna Google,5,"aplikasi udah oke, klo bisa tambahin fitur pembayaran Qris",2026-03-23 03:31:11,positif
Pengguna Google,4,semoga pelayanannya lebih joss lagi,2026-03-23 03:30:55,positif
Pengguna Google,5,bagus,2026-03-23 03:28:58,positif
Pengguna Google,1,"TOLONG DI PERBAIKI TERKAIT LAYANAN PRIORITAS, SAYA JAM 2 PAGI BAWA BAYI PESEN GOJEK, DAPET, TAPI,NGGA GERAK SAMA SEKALI KUSUT BANGET",2026-03-23 03:21:29,negatif
Pengguna Google,1,susah cari gocar dan goride sekalinya cancel harga makin naik ga ngotak,2026-03-23 03:07:45,negatif
Pengguna Google,5,trims fast respon,2026-03-23 03:06:26,positif
Pengguna Google,1,pelayanannya lamban,2026-03-23 02:53:07,negatif
Pengguna Google,1,gua bayar ongkir gede ko di hematin,2026-03-23 02:40:20,negatif
Pengguna Google,4,lumayan,2026-03-23 02:27:19,positif
Pengguna Google,5,"asik bangett bisa njajan tanpa keluar rumahh, tpi ongkir nya agak mahall padahal resto nya lumayan deket sama kost kuu",2026-03-23 01:49:25,positif
Pengguna Google,1,"pesen gofood orang bisa disuruh nunggu dapet driver sampe 60 menit lebih baru bisa dibatalin, woi orang mah kaya si orange 12 atau 20 menit gak dapet driver bisa batalin pemesan nya, bikin aturan se enak jidat, auto ganti ke aplikasi orange besok2",2026-03-23 01:47:33,negatif
Pengguna Google,1,"tolong dong saya mau coba login pake nomor HP saya tapi tidak bisa, saya lupa pin sama email nya jadi bingung mau loginnya gimana mana masih ada saldonya. tolong dong cs nya bantuin saya",2026-03-23 00:57:50,negatif
Pengguna Google,5,Pokoke semua²nya is the bestlah👍👍👍,2026-03-23 00:53:16,positif
Pengguna Google,1,"udah pesan 5x berturut-turut dari jam 7 malam sampai jam 1 pagi tidak ada driver yang mau ambil, parahh jujur kecewa sih padahal aku selalu pakai gopay tiap transaksi",2026-03-23 00:52:47,negatif
Pengguna Google,5,gonjek mantap. semoga gacor,2026-03-23 00:45:50,positif
Pengguna Google,1,driver nya lama,2026-03-23 00:42:23,negatif
Pengguna Google,1,chat pusat bantuan ngg di tanggapi 👎,2026-03-23 00:13:27,negatif
Pengguna Google,1,"kecewa bgt, penjemputan drivernya jauh jauh bisa 2km - 5km dari titik jemput jdi bnyk driver yg ngebatalin termasuk saya customer sendiri pun sya batalin karna menunggu terlalu lama terlalu jauh blum lgi macet di jln, akibatnya merugikan ke2 belah pihak driver rugi saya sebagai customer pun rugi. saya pakai gojek dri dlu karna dulu praktis cepat tpi skrang sya kecewa butuh waktu lma buat dijemput driver 30-40menit, maksudnya apa bikin peraturan titik jemput jauh begini?bkin orang terlambat trus?",2026-03-23 00:05:45,negatif
Pengguna Google,1,woi kocak ini driver ga dapat muku lama banget trus di cancel otomatis gua laper kocak malah di suruh oesen dari awal jahat banget ga tau orang laper,2026-03-23 00:05:44,negatif
Pengguna Google,5,seru banget,2026-03-22 23:58:47,positif
Pengguna Google,1,"baru download and ga banget ini aplikasi, ngaret nya tu ngaret bgt ga kaya sebelah, cepett bgt. gua baru nyoba and kecewa bener"" ga habis fikir sama ni aplikasi terus lain kali Adain yg namanya ""FITUR PEMBATALANN YAAA ATAAAAUUU FITUR PENGGANTIAN MENU LAIN KALII"" KESEL BGT GUA",2026-03-22 23:42:15,negatif
Pengguna Google,5,dari kemarin gw pesen gofood ga dapet driver dah nyoba berkali' pun ga dpt mls bgt,2026-03-22 23:36:18,positif
Pengguna Google,1,"DRIVER GA MAU AMBIL ORDERAN, PADA SOK KAYA, GACOAN 2 ITEM DOANG GAMAU NGAMBIL",2026-03-22 23:35:52,negatif
Pengguna Google,1,"sistem yg kurang pasti, saat memesan tbtb di batalkan, payah",2026-03-22 23:26:57,negatif
Pengguna Google,5,serba cepet jadinya,2026-03-22 23:25:32,positif
Pengguna Google,5,sangat membantu,2026-03-22 23:24:06,positif
Pengguna Google,5,"Akhir"" ini pesen gojek lama bgt saya jadi telat sekolah gara"" lelet driver nya, sya pinda aplikasi sebelah langsung gercep.",2026-03-22 23:21:24,positif
Pengguna Google,1,"hr ini order food,ad psn'an yg krng avocado fload,sy langsung chat CS,di suruh kirim fhto orderan nye dan dah sy kirim kta nye lg di proses,trus masuk email klo fhto yg di kirim kurang jelas jd mnta di kirim lg sdng kan ad mkn'an yg dah di mkn sprti nasi,ayam,puding,kentang dan burger tp bungkus nye msh ad jd sy fhto ulang mkn'an yg trsisa dngan bngkus mkn'an yg telah di mkn,td msuk email blng gk bisa di proses krna laporan krng lengkap,chat cuma bisa buka kamera langsung tp gk bisa buka galeri",2026-03-22 23:20:54,negatif
Pengguna Google,1,ngasih promo potongan besar tapi ga mikirin driver. kayak gini jadi susah dapetin driver kalo mesen gofood. ga mikirin customer juga udah kelaparan tapi dipaksa nunggu nyari driver setengah jam lebih. gabisa di cancel kalo belum melewati batas waktu yg di tentukan. MIKIR KIDS😔👈🏻,2026-03-22 23:05:50,negatif
Pengguna Google,1,dapat banyak voucher/diskon tapi gak sesuai.,2026-03-22 23:02:24,negatif
Pengguna Google,5,mantap,2026-03-22 22:55:17,positif
Pengguna Google,5,Aman ok,2026-03-22 22:54:56,positif
Pengguna Google,1,"pemesanan Go food sangat merugikan & menjengkelkan,. masa pencarian Driver bisa 1 jam lebih. makanan udah dingin, lama sampainya lagi.. gx ada penjelasan dari Gojeknya juga. jangan pernah lagi pakai aplikasi Gojek.",2026-03-22 22:54:36,negatif
Pengguna Google,1,terlalu mahal sekarang,2026-03-22 22:52:43,negatif
Pengguna Google,5,😀,2026-03-22 22:46:49,positif
Pengguna Google,1,susah dapat Drive,2026-03-22 22:46:13,negatif
Pengguna Google,5,"tolong lah,soal penganteran makanannya lahh, tolong!!",2026-03-22 22:41:37,positif
Pengguna Google,5,sangat nyaman,2026-03-22 22:38:54,positif
Pengguna Google,2,lama pengantaran nya,2026-03-22 22:36:04,negatif
Pengguna Google,5,baik,2026-03-22 22:28:45,positif
Pengguna Google,1,"kalo gak ketemu driver nya bisa batalin aja stres,jadi nunggu apaan dah ni gua,nunggu harapan,jadi laper banget ni gw kocak,mending pindah ke grab aja",2026-03-22 22:21:51,negatif
Pengguna Google,1,"pembeli tidak bisa membatalkan pesanan ketika menunggu terlalu lama terutama ketika masih mencari driver, harus diperbaiki lagi sangat buruk",2026-03-22 22:19:10,negatif
Pengguna Google,5,trimakasih atas kepercayaan nya gojek,2026-03-22 22:17:36,positif
Pengguna Google,1,"pembatalan yng tidak menyenangkan, sudah menunggu satu jam di batalkan tanpa memberi solusi ataupun tawaran pickup... sangat kecewa buruknya pelayanan ini!!!",2026-03-22 22:16:20,negatif
Pengguna Google,1,"heh developer, Iki aku user, tak kandani potongan mu 20% ilangi, Ben aku rak kangelan ntuk driver, pesen kfc oq ngase 2 jam, rak ngutek",2026-03-22 22:13:39,negatif
Pengguna Google,1,gak senggaja ke pesan malah gak bisah di batalin,2026-03-22 22:12:07,negatif
Pengguna Google,1,pesan makan lama driver ny laama terima pesanan nya,2026-03-22 22:01:26,negatif
Pengguna Google,5,bisa bantu saya kemana mana,2026-03-22 22:00:43,positif
Pengguna Google,5,perfect,2026-03-22 22:00:39,positif
Pengguna Google,1,lemot,2026-03-22 22:00:28,negatif
Pengguna Google,5,mantap,2026-03-22 21:55:39,positif
Pengguna Google,5,"gini kk saya selalu make gojek krna aplikasi nya emg bagus tp jg SARAN DARI SAYA klo bisa di GOFOOD KHUSUSNYA jgn klo makanan nya udh siap tp driver nya ngga ada kk ini saya pesen dari jam 20 44 sampai jam 21 40 Masi belum Dateng hampir sejam an nunggu cm buat makan malam doang, saran saya mending dibuat kyk dlu aja jadi driver nya udh ketemu trus otw ke resto. sy harap jgn terulang lg yg kayak gini. Ttp semangatt buat gojek kedepannya 😁🤝",2026-03-22 21:51:23,positif
Pengguna Google,1,tidak bisa beli pulsa ini rusak ya apa eror mau kode virtual accoun nya juga gk mau muncul udah pembelian ke 5 tetap gagal dalam proses,2026-03-22 21:49:57,negatif
Pengguna Google,1,susah dapet driver kalau menggunakan gocar atau gobike suka di cancel sama driver pas order gofood,2026-03-22 21:43:13,negatif
Pengguna Google,5,oke,2026-03-22 21:34:40,positif
Pengguna Google,4,kemaren uninstal hari ini instal lagi tapi mau log in susah katanya masalah jaringan.. pas buka aplikasi sebelah malah lancar,2026-03-22 21:28:48,positif
Pengguna Google,1,"Baru kali ini rasa lumayan kecewa, saya dah rela nungguin beberapa jam, ujung""nya gada driver yang ngambil, saya tau ini lebaran cuman c'mon, emang semuanya muslim kah? mungkin ada beberapa yang ga ikut lebaran dan bisa antar mengantar di gojek dibagian gofood..?, gatau deh gimana lagi, dah beberapa tahun make aplikasi ini juga kurang, dulu juga pas gocar 7-8 kali gada yang dapet , padahal sesuai harga juga dan banyak drivernya juga",2026-03-22 21:21:59,negatif
Pengguna Google,1,Force Close mulu ga jelas,2026-03-22 21:19:22,negatif
Pengguna Google,1,"mau batalin pesanan aja gak bisa, ujung2nya gak ada juga drivernya..dasar aplikasi sampah",2026-03-22 21:14:24,negatif
Pengguna Google,5,mantap,2026-03-22 21:13:15,positif
Pengguna Google,2,"susah dapet driver siktaran bnjran kab bandung, pdhal apk lain aman² aja",2026-03-22 21:13:05,negatif
Pengguna Google,3,"yang bener aja, ga usah banyak potongan ke driver nya jadi susah kan nyari driver. gimana sih",2026-03-22 21:12:06,netral
Pengguna Google,1,"ampunG pesan go-food 3X tidak ada driver, tutup akun aja ☹️",2026-03-22 21:02:30,negatif
Pengguna Google,1,"susah bat dah dapetin driver elah cape bat, kalo ga niat kerja gausah di kasi kesempatan lah",2026-03-22 21:02:18,negatif
Pengguna Google,1,"susah bgt dapet driver, sekalinya dapet malah ga gerak sama sekali udh nunggu sampe sejam lebih... payah ah gojek",2026-03-22 21:01:21,negatif
Pengguna Google,5,terima kasih layananya,2026-03-22 20:53:40,positif
Pengguna Google,1,"gatau lagi mesen dari jam 8 malam sampe jam 10 gaada driver yg terima, sekali nya di terima udh tunggu lama malah di cancel?! gaada teguran kah dari pihak gojek nya untuk driver yg kayak gitu ?",2026-03-22 20:47:53,negatif
Pengguna Google,1,udah bayar pakai gopay tapi tiba2 pesanan di cancel aplikasi gak jelas,2026-03-22 20:46:23,negatif
Pengguna Google,1,"resto nya pda telat smua nya,hrus diperbaikin lgi",2026-03-22 20:45:15,negatif
Pengguna Google,1,makin gak jelas aplikasi,2026-03-22 20:41:05,negatif
Pengguna Google,5,paylater sulit dipakai karena diblokir. haha,2026-03-22 20:38:02,positif
Pengguna Google,1,tambah gak guna aplikasinya,2026-03-22 20:35:55,negatif
Pengguna Google,5,aplikasi ini mantap buat kemana-mana jadi cepat,2026-03-22 20:34:56,positif
Pengguna Google,5,bermanfaat sekali top top top,2026-03-22 20:32:57,positif
Pengguna Google,1,pahit,2026-03-22 20:31:26,negatif
Pengguna Google,1,aplikasi paling BURUK YANG PERNAH SAYA PAKAI back to jaman batu aja bosss nyari driver buat food nunggu sampai 1 jam lebih no kompensasi CS FULL AI no solusi gak rekomended untuk dipakai,2026-03-22 20:30:48,negatif
Pengguna Google,5,top,2026-03-22 20:30:01,positif
Pengguna Google,1,driver sulit di dapat pelayanan kurang bagus sekarang gojeg,2026-03-22 20:29:47,negatif
Pengguna Google,5,good. good,2026-03-22 20:28:10,positif
Pengguna Google,5,good,2026-03-22 20:26:41,positif
Pengguna Google,1,menit di aplikasi sama menit di luar aplikasi beda,2026-03-22 20:26:14,negatif
Pengguna Google,1,"pesen go-food driver beberapa gak ada yg mau ambil ngulang lagi juga sama, aplikasi nyebelin",2026-03-22 20:24:07,negatif
Pengguna Google,1,beli pulsa GK bisa no virtual acc nya GK muncul gimna mau proses gila eror nya parahhh,2026-03-22 20:22:20,negatif
Pengguna Google,5,sesuai,2026-03-22 20:20:04,positif
Pengguna Google,1,bad,2026-03-22 20:19:25,negatif
Pengguna Google,2,beli pizza Berjam jam gak di kirim,2026-03-22 20:18:10,negatif
Pengguna Google,5,sangat membantu,2026-03-22 20:17:04,positif
Pengguna Google,1,"gojek bener2 kurang ajar ya udah nunggu satu jam lebih ga ada tulisan batalkan pembelian karena ga dapet driver daritadi padahal jelas disitu ada terpampang tulisan ""kamu bisa batalin"" tapi nyatanya ga ada opsi itu jangan kurang ajar gojek ya mentang2 dulu make bts buat promosin usaha kalian tapi nyatanya kinerjanya rendah 👎👎👎👎👎",2026-03-22 20:15:34,negatif
Pengguna Google,2,"double order di hide di maps, biar gak bisa di tracking drivernya. kejelasan aplikasi gak sesuai estimasi.",2026-03-22 20:15:07,negatif
Pengguna Google,1,susah dapat driver,2026-03-22 20:14:13,negatif
Pengguna Google,1,"penanganan tidak jelas, makanan telat dan tidak dapat driver, sudah lapar menunggu sejaman gaada tanggapan, sulit melapor dan tidak ada kompensasi",2026-03-22 20:06:39,negatif
Pengguna Google,1,gofood sejam ga di pickup,2026-03-22 20:00:46,negatif
Pengguna Google,5,"senang sangat membantu perjalan klu lg malas utk pergian, untuk blnja untuk krim dan ambil barang. pokoknta dipermudah dgn adanya aplikasi ini sdh bertahun"" pake ini aplikasi",2026-03-22 19:56:32,positif
Pengguna Google,1,cs nya enggak guna,2026-03-22 19:51:11,negatif
Pengguna Google,5,mantap,2026-03-22 19:47:52,positif
Pengguna Google,5,mantap,2026-03-22 19:34:36,positif
Pengguna Google,1,gw udah berharap minum chatime eh dari 19.23 sampe 20.28 belom dapet driver gimana sih?,2026-03-22 19:29:10,negatif
Pengguna Google,1,"susah banget dapet driver, mau gojek Jenis apapun itu, tetap aja SUSAH BANGET, rasa nya pengen nangis, udah niat banget ga makan demi makan pizza, eh eh, malah di cancel, kecewa banget sih sama gojek",2026-03-22 19:21:34,negatif
Pengguna Google,5,good,2026-03-22 19:20:36,positif
Pengguna Google,1,kecewa pada hal sering pakai dan order untuk tmn kerbat dll,2026-03-22 19:20:17,negatif
Pengguna Google,5,OK,2026-03-22 19:11:21,positif
Pengguna Google,1,pelayanan nya buruk orderan di kensel. alasan jauh buat bensin aj ga cukup. kalau ga bisa mending jgn di terima,2026-03-22 19:09:04,negatif
Pengguna Google,5,mantap Pokok nya,2026-03-22 19:08:09,positif
Pengguna Google,1,"Dikira main main kali pesen makan di apk ini,tolong dong kalo sampe orang pingsan karna nunggu makanan gimna kalo lebaran gini dki malah sulit cari makan.di benerin lagi deh apk macem begini tuh makin ga jelas",2026-03-22 19:04:07,negatif
Pengguna Google,1,gajelass order makanan ga dapet² driver mulu padahal ga pakai diskon!!,2026-03-22 18:52:29,negatif
Pengguna Google,1,"Ini driver PD sombong apa gimana si, susah bgt nyari driver mesen makanan dari jam set7 gadapet2 driver!!!! masa suruh nunggu sampe jam jam 7.40 baru bisa batalin kocak!!!!!!!",2026-03-22 18:52:10,negatif
Pengguna Google,1,LAMBAT PARAH !!,2026-03-22 18:51:14,negatif
Pengguna Google,1,susah bat nyari driver buset,2026-03-22 18:50:17,negatif
Pengguna Google,5,sangat membantu,2026-03-22 18:47:08,positif
Pengguna Google,1,"makin ke sini makin susah dpt driver. sorry saya pindah ke app sebelah, susah bgt jir dpt driver",2026-03-22 18:42:07,negatif
Pengguna Google,5,mantap,2026-03-22 18:40:16,positif
Pengguna Google,5,ok 👍,2026-03-22 18:33:40,positif
Pengguna Google,1,"mau batalin gak bisa,harus nunggu 45 menit,keburu lapar",2026-03-22 18:33:33,negatif
Pengguna Google,5,bagus,2026-03-22 18:30:57,positif
Pengguna Google,1,"aplikasi gak jelas, Udah tau ga ada driver buat pickup malah tetep aja gabisa cancel Pesanan, Harus nungguin Lebih dari 1 jam buat biasa cancel huekkk... Cuih...",2026-03-22 18:30:20,negatif
Pengguna Google,5,tepat waktu dan pelayanan ramah,2026-03-22 18:26:23,positif
Pengguna Google,1,driver lu pada kmn?,2026-03-22 18:23:00,negatif
Pengguna Google,1,Kesel banget. Mesen makanan gak ada yang mau nerima. Bahkan pesen ojek juga gak mau. Driver nya kek nya udah gak perlu duit lagi karena lagi lebaran sekarang. Sombong semua😒👎,2026-03-22 18:09:43,negatif
Pengguna Google,5,ok bgt,2026-03-22 18:08:39,positif
Pengguna Google,1,udah pesen lama-lama (sekitar 1 jam) malah dibatalin ama drivernya.Tolong dong kasih tindak lanjut kalo ketemu driver yang suka cancel setelah nunggu lama,2026-03-22 18:05:34,negatif
Pengguna Google,1,PARAH !!!!,2026-03-22 18:02:25,negatif
Pengguna Google,5,mudah cepat sampai,2026-03-22 18:00:23,positif
Pengguna Google,5,cepat d jemput sama sopir,2026-03-22 17:58:38,positif
Pengguna Google,2,beki promonbukan nya tambah murah malah tambah mahal semua ngotak fikit gojek kecewa,2026-03-22 17:49:25,negatif
Pengguna Google,3,"pesan gofood tapi aneh, knp g ada titik map tkg makanan dan pengantarnya? jd skrg ini pembeli ga tau makanannya sdh sampai mana diambil dititik mana, apa ini inovasi terbaru? apa inovasi ini menjaga keamanan makanan konsumen? atau menjaga keamanan driver? dan kenapa?",2026-03-22 17:46:42,netral
Pengguna Google,5,Gojek emang mantap,2026-03-22 17:46:01,positif
Pengguna Google,5,berguna bangetttttt,2026-03-22 17:42:19,positif
Pengguna Google,5,ramah,2026-03-22 17:42:18,positif
Pengguna Google,5,baguussss,2026-03-22 17:41:49,positif
Pengguna Google,5,ok,2026-03-22 17:41:13,positif
Pengguna Google,4,lumayan oke,2026-03-22 17:38:59,positif
Pengguna Google,5,Teman setia dikala mager,2026-03-22 17:34:24,positif
Pengguna Google,1,"driver gocar ga jelas, sering muter muter biar bisa di cancel kita sendiri. Kalau keberatan narik pelanggan ya gausah aktifin gojeknya dong",2026-03-22 17:33:24,negatif
Pengguna Google,5,Alhamdulillah,2026-03-22 17:30:48,positif
Pengguna Google,5,better than before,2026-03-22 17:27:47,positif
Pengguna Google,2,"Ini aplikasi kenapa sih, internet gue idup tapi pas masuk aplikasi info internet mati.! LOL",2026-03-22 17:25:49,negatif
Pengguna Google,1,apk Tertidak worth it Masa pesen gojek dari jam 7 malem sampe jam 11 malem ga dapet dapet driver hadeh sampe harus nginep di rumah temen,2026-03-22 17:21:53,negatif
Pengguna Google,5,oke PO,2026-03-22 17:11:33,positif
Pengguna Google,1,driver mobil klo lebaran sombong2 ga ada yang mau ambil dekat padahal mahal argo... kasih peringatan ke reevee3 seperti iru,2026-03-22 17:07:14,negatif
Pengguna Google,3,kenapa banyak driver pilih pilihh sihhh????? waktu darurat pdhl driver banyak tapi pada pilih pilihh??????? tolong kebijakannyaa donggggg. banyak driver tapi nunggu lebih dari sejam !!! 😠,2026-03-22 16:56:36,netral
Pengguna Google,5,"meski kadang aku dapet driver yg krng asik, tapi masih oke soalnya sekalinya dapet yg asik, asiknya kebangetan😤😛😛",2026-03-22 16:49:50,positif
Pengguna Google,5,Segalanya bisa mudah dan aman..,2026-03-22 16:46:46,positif
Pengguna Google,1,lama banget nunggu makanan aja sampe 1 jam udah kelaparan banget,2026-03-22 16:38:48,negatif
Pengguna Google,1,"tulisanya blablabla... atau kamu bisa batalin, udah nunggu 3jam order ulang 3 kali tp yg ga ada tuh tombol yg bisa dipake buat batalin, KOCCAKKK",2026-03-22 16:38:20,negatif
Pengguna Google,1,"busukkkk, kalo order gocar ga dapet driver tiap gagal cari driver harga nya terus naik",2026-03-22 16:37:44,negatif
Pengguna Google,1,"Benerin deh aturan aplikasinya aplgi soal persenan, gw order sering bgt di cancel tbtb dn gamau di ambil gjls bgt",2026-03-22 16:33:24,negatif
